-20	0.00250795082496
-19	0.00614760954901
-18	0.00793920440227
-17	0.00916413110939
-16	0.0153645389562
-15	0.0121276668719
-14	0.0192967767293
-13	0.022776210729
-12	0.0277529852797
-11	0.0356546402201
-10	0.0460792314436
-9	0.052600750051
-8	0.0631060076171
-7	0.0748389735403
-6	0.0931208777511
-5	0.107959553102
-4	0.129670689308
-3	0.149323169811
-2	0.1686525252
-1	0.197874852787
0	0.222844821304
1	0.246698217996
2	0.27370963816
3	0.299906424794
4	0.324230102557
5	0.348082382675
6	0.369760490144
7	0.39085639795
8	0.410228318508
9	0.429569677735
10	0.446292106215
11	0.464006106703
12	0.481993765686
13	0.501521050257
14	0.516990230456
15	0.537104089892
16	0.560020091647
17	0.573824899853
18	0.594547038986
19	0.615557772806
20	0.636853572379
21	0.658921840417
22	0.679761210621
23	0.69825387692
24	0.715711827244
25	0.738104643552
26	0.756946486002
27	0.77163850142
28	0.787123978036
29	0.801231699636
30	0.81420956945

