-20	-0.000423408788433
-19	-0.000195785787988
-18	-0.00054642188563
-17	0.00260035271056
-16	0.00047797836005
-15	-0.00325898486404
-14	-0.00109596212422
-13	-0.0044255136063
-12	-0.00510680586608
-11	-0.00493686438914
-10	-0.00731818252891
-9	-0.00825343894624
-8	-0.0112175507366
-7	-0.01098631131
-6	-0.018323479608
-5	-0.0205032278992
-4	-0.0229230146703
-3	-0.0309982732909
-2	-0.0380341356554
-1	-0.0387139382525
0	-0.0454103742448
1	-0.0513565024952
2	-0.0605565431098
3	-0.0629621424673
4	-0.0721908839125
5	-0.0747811251729
6	-0.0823255126985
7	-0.0866410225509
8	-0.0891109549286
9	-0.0940052673899
10	-0.0960276004446
11	-0.0974769697374
12	-0.102629124517
13	-0.101934702167
14	-0.10387695044
15	-0.103909596136
16	-0.105253511208
17	-0.105297140085
18	-0.106382848117
19	-0.107860981664
20	-0.108908210968
21	-0.108449462971
22	-0.109284188284
23	-0.108505892947
24	-0.110379174475
25	-0.110347189042
26	-0.111249114412
27	-0.111620675527
28	-0.111498636831
29	-0.111786547301
30	-0.111415427529
